2020-01-01,dry@gmail.com,68349,3CRGJ7FWOHXX,2
2020-01-01,dry@gmail.com,68349,2PVVMXK3LW4F,2
2020-01-01,dry@gmail.com,68349,ATLFQHCTMQML,2
2020-01-01,ziust@msn.com,65875,RN4PD3XXMUWU,3
2020-01-01,jao@gmail.com,21414,ZMA35SRROBBK,1
2020-01-01,plaar@msn.com,79351,IPAFONY3DLZ3,2
2020-01-01,zea@yahoo.com,39377,CL42TJ92CYQB,3
2020-01-01,zea@yahoo.com,39377,4P7T5MQKG7F5,4
2020-01-01,maa@live.com,60667,JNU5J61EV60Q,1
2020-01-01,tou@aol.com,48643,639G05P3XMAB,3
2020-01-01,swuk@yahoo.com,46735,9ZZ4UCWNH261,1
2020-01-01,deu@hotmail.com,57179,MGI2YSGCQJ2T,3
2020-01-01,deu@hotmail.com,57179,N3N6VK3L67ZH,3
2020-01-01,deu@hotmail.com,57179,AG7UJLBRU4KJ,1
2020-01-01,deu@hotmail.com,57179,71FWMGTFW4YG,1
2020-01-01,gry@live.com,32508,GFYAU17DZEWU,2
2020-01-01,gry@live.com,32508,XEIIUPARL2UZ,2
2020-01-01,gry@live.com,32508,5O210TV98NUR,1
2020-01-01,gry@live.com,32508,6CTNFAPSSQDI,1
2020-01-01,gry@live.com,32508,IFGRYDC8P8HR,1
2020-01-01,sky@gmail.com,30225,92FZWY68Q36X,1
2020-01-01,sky@gmail.com,30225,QLQ1AQRX7AR0,3
2020-01-01,sky@gmail.com,30225,ERM22OS88ZB6,2
2020-01-01,sky@gmail.com,30225,JPIRE32ZY51S,1
2020-01-01,sky@gmail.com,30225,6QUZREB4ZBT7,2
2020-01-01,snou@inbox.com,71927,BW3XBHZUP6LY,1
2020-01-01,snou@inbox.com,71927,EL19DR0QUYHE,1
2020-01-01,kuiss@outlook.com,91582,E6FAP1HAHO4C,4
2020-01-01,louct@hotmail.com,52318,H29HK81I63WG,2
2020-01-01,louct@hotmail.com,52318,71VKGIUUCWD2,2
2020-01-01,louct@hotmail.com,52318,P3PNKJYKSZLG,5
2020-01-01,louct@hotmail.com,52318,FBS1489U28WE,1
2020-01-01,pruo@inbox.com,90421,889QBHLOPXHM,1
2020-01-01,pruo@inbox.com,90421,SONLSNZ5C6F8,1
2020-01-01,snuisp@inbox.com,01502,QX85IGTUQWLY,2
2020-01-01,beu@msn.com,05366,7JFIA7AMA5LD,1
2020-01-01,daif@msn.com,74090,1SD250GQ5KK4,1
2020-01-01,mo@outlook.com,87302,MDF6ZH0OX0YJ,2
2020-01-01,mo@outlook.com,87302,00H5SL5MJOAT,2
2020-01-01,mo@outlook.com,87302,MZLPJTBHR7KT,1
2020-01-02,par@msn.com,64443,CMFIEVBJXMUT,1
2020-01-02,par@msn.com,64443,KIS3UIYFM618,3
2020-01-02,par@msn.com,64443,COTPLPUSLZJ1,3
2020-01-02,hooss@aol.com,61702,4444VU01UPBQ,1
2020-01-02,glou@gmail.com,60153,YH1KTFCP8VWL,2
2020-01-02,swiup@gmail.com,98709,5TILVYLH18SV,2
2020-01-02,swiup@gmail.com,98709,AUHVXGEKHWZH,1
2020-01-02,swiup@gmail.com,98709,243VSDB05XYI,1
2020-01-02,wo@outlook.com,39446,H5I8DP6Q22YB,1
2020-01-02,wo@outlook.com,39446,7VXB2TQ667IN,3
2020-01-02,wo@outlook.com,39446,LNCY3J5U666O,2
2020-01-02,strae@hotmail.com,81930,9NQ6IZO2HJL1,2
2020-01-02,strae@hotmail.com,81930,WV7VM5ZPJRMK,1
2020-01-02,strae@hotmail.com,81930,5D0AP8YFR2WI,1
2020-01-02,ze@yahoo.com,10991,578GNKX3HCIJ,2
2020-01-02,cript@msn.com,16427,R6LO9P7S9AH1,2
2020-01-02,cript@msn.com,16427,2PVDDHXM0TLA,2
2020-01-02,cript@msn.com,16427,VOS8NWWW2EOU,1
2020-01-02,le@hotmail.com,55055,YMAJ29MQQTN1,1
2020-01-02,le@hotmail.com,55055,DBCQ24X04BY4,1
2020-01-02,priew@outlook.com,39262,50QB607A1OP4,3
2020-01-02,pint@gmail.com,23828,48G26SG7RCDX,1
2020-01-02,pint@gmail.com,23828,U6ZQUSNE1UFO,1
2020-01-02,lea@gmail.com,28420,FVF6HQ481S21,2
2020-01-02,lea@gmail.com,28420,4TY6R9M62DRB,1
2020-01-02,ki@inbox.com,16427,GNAV2E2CGN7F,3
2020-01-02,ki@inbox.com,16427,DWFB43H0BOPR,1
2020-01-02,yem@gmail.com,67467,S7JCBMIUH0BA,4
2020-01-02,shu@gmail.com,11373,TLJT6KJKI79K,3
2020-01-02,shu@gmail.com,11373,7HWW7C2GGDC4,1
2020-01-02,me@live.com,50876,8IQ178W5K9TI,3
2020-01-02,plei@yahoo.com,85460,6HRGSCT7LJMZ,4
2020-01-02,plei@yahoo.com,85460,Y8JC711XGRNQ,1
2020-01-02,plei@yahoo.com,85460,NRVB81I1NOZF,2
2020-01-02,miush@live.com,27115,584XSARPSDNB,1
2020-01-02,be@yahoo.com,17164,DEFF795GZP1H,1
2020-01-02,be@yahoo.com,17164,QWQZYWH3KR36,1
2020-01-02,be@yahoo.com,17164,JNZU4VTBIDSD,3
2020-01-02,vo@yahoo.com,85460,C9BP2VLD79EW,1
2020-01-02,jat@gmail.com,39392,G976VVWAI5Q1,3
2020-01-02,stia@yahoo.com,06801,MBXC2OAM1I1P,1
2020-01-02,stia@yahoo.com,06801,W8AWUP9WT2H4,3
2020-01-02,stia@yahoo.com,06801,H5PYBN2FTVGG,1
2020-01-03,cly@gmail.com,21479,V0QF9Q5DX5KH,1
2020-01-03,gio@yahoo.com,09085,WU7XOJ7X9PWR,4
2020-01-03,ruiss@gmail.com,82826,SJE2EOXOIJLD,2
2020-01-03,ruiss@gmail.com,82826,9M26PZMOZA9D,3
2020-01-03,ruiss@gmail.com,82826,TEWAQ6T8PKLZ,1
2020-01-03,ruiss@gmail.com,82826,LXQLAYWF7HR4,1
2020-01-03,ruiss@gmail.com,82826,TN1LAOM1V3RG,3
2020-01-03,ruiss@gmail.com,82826,IQL7C3EVMTMK,5
2020-01-03,bloo@inbox.com,27125,LEL3PIH8QW0O,2
2020-01-03,bloo@inbox.com,27125,KP77N2N762CL,1
2020-01-03,bloo@inbox.com,27125,QVHGYNSN6GPU,1
2020-01-03,bloo@inbox.com,27125,EGSQI2TN0T0L,2
2020-01-03,bloo@inbox.com,27125,DYE3GTLWFGAJ,2
2020-01-03,dreu@icloud.com,13131,JY1NERQW13K6,2
2020-01-03,dreu@icloud.com,13131,UBME9A5JXWTB,5
2020-01-03,sweact@inbox.com,65760,BN1GT3CM6T2D,1
2020-01-03,sweact@inbox.com,65760,XPPEWJ30TCXV,1
2020-01-03,friu@yahoo.com,06414,1LJSVA8QCTX1,2
2020-01-03,see@msn.com,43878,AT8ZZ41RYMHY,1
2020-01-03,viand@hotmail.com,34719,PJ5GO21Z0S76,1
2020-01-03,trieng@aol.com,13565,1A726NMSYOA8,1
2020-01-03,trieng@aol.com,13565,DVBZXR1RVBIN,2
2020-01-03,trieng@aol.com,13565,F77HOO2NVQ27,2
2020-01-03,trieng@aol.com,13565,XV7W703BMFCJ,3
2020-01-03,trieng@aol.com,13565,TI9L10K7W62A,2
2020-01-03,fieh@msn.com,81214,KHCJEB6CHCNS,1
2020-01-03,fieh@msn.com,81214,ERM22OS88ZB6,1
2020-01-03,fieh@msn.com,81214,7T4B0VNHFWER,1
2020-01-03,fieh@msn.com,81214,6MCNOEUGJC49,1
2020-01-03,yoav@aol.com,67989,IY8MYMXF2FFU,1
2020-01-03,yoav@aol.com,67989,RQOFFHUVTEYF,1
2020-01-03,yoav@aol.com,67989,5BN5BFQ0VWRN,3
2020-01-03,trasp@yahoo.com,16235,DOMMDGQX06P4,3
2020-01-03,trasp@yahoo.com,16235,EJZAHTI2CEM8,1
2020-01-03,trasp@yahoo.com,16235,QGMN37I3QGMY,1
2020-01-03,trasp@yahoo.com,16235,QR5HK758OSEJ,3
2020-01-03,trasp@yahoo.com,16235,25K4YG8FINUX,3
2020-01-03,trasp@yahoo.com,16235,A8FL7ERW493I,1
2020-01-03,brisp@icloud.com,50084,NDJWDK15RI9J,2
2020-01-03,dounk@mail.com,72780,8ZQEFP2IPFT3,1
